year,country_code,country_name,region,gdp_per_capita_growth,agriculture_share_gdp,gdp_growth,inflation_cpi,crop_production_index
2003,KEN,Kenya,Sub-Saharan East Africa,-0.194798007216917,25.8044393708329,2.93247554570904,9.81569062979654,67.58
2004,KEN,Kenya,Sub-Saharan East Africa,1.89113513278383,24.9290410875057,5.10429977629738,11.6240355442426,69.09
2005,KEN,Kenya,Sub-Saharan East Africa,2.70244103195117,24.2362747002419,5.90666607980057,10.3127783574683,78.4
2006,KEN,Kenya,Sub-Saharan East Africa,3.27715457506901,20.5196878049409,6.47249430015484,14.4537342081708,79.15
2007,KEN,Kenya,Sub-Saharan East Africa,3.66978666216018,20.5866644602991,6.85072976998784,9.75888023027529,83.84
2008,KEN,Kenya,Sub-Saharan East Africa,-2.7588645638462,22.1963401579826,0.232282744812977,26.2398166445063,81.69
2009,KEN,Kenya,Sub-Saharan East Africa,0.232598394599862,16.2549814662286,3.30693981631089,9.23412592394652,80.75
2010,KEN,Kenya,Sub-Saharan East Africa,4.96811299885232,17.5677598863696,8.05847360290906,3.96138889115385,93.82
2011,KEN,Kenya,Sub-Saharan East Africa,2.26952218964762,18.8947112249953,5.1211061197056,14.0224913014704,86.46
2012,KEN,Kenya,Sub-Saharan East Africa,1.87670753904403,18.8297259329446,4.56867961444982,9.37777003547598,92.55
2013,KEN,Kenya,Sub-Saharan East Africa,1.26331129067221,18.6165515854622,3.7978483925754,5.71749357037733,100.34
2014,KEN,Kenya,Sub-Saharan East Africa,2.59218353342239,18.3478393393556,5.02011100232484,6.87815499275949,101.59
2015,KEN,Kenya,Sub-Saharan East Africa,2.65589352795405,19.4696147780528,4.96772112759767,6.58215429284779,98.27
2016,KEN,Kenya,Sub-Saharan East Africa,1.93794795580835,20.0345164328349,4.21351706814744,6.29724953814625,100.15
2017,KEN,Kenya,Sub-Saharan East Africa,1.60475183361922,20.8936374065292,3.83795817364721,8.00564967709945,97.26
2018,KEN,Kenya,Sub-Saharan East Africa,3.52404781491717,20.314910419968,5.64794640709219,4.6898064677633,108.89
2019,KEN,Kenya,Sub-Saharan East Africa,3.07004769448449,20.8611638110686,5.11415885767801,5.23963795764792,108.66
2020,KEN,Kenya,Sub-Saharan East Africa,-2.2103217118529,22.7027261604451,-0.272766327438816,5.40516207933392,137.6
2021,KEN,Kenya,Sub-Saharan East Africa,5.5651365159048,21.4770750957252,7.59048947333467,6.10793603659176,133.91
2022,KEN,Kenya,Sub-Saharan East Africa,2.86281276489714,21.0361920649933,4.85998104287999,7.65986268272224,116.97
2023,KEN,Kenya,Sub-Saharan East Africa,3.64425548577437,21.4522060902205,5.71999241214208,7.67139634029402,
1960,AUS,Australia,Oceania,,,,3.7288215039735,
1961,AUS,Australia,Oceania,0.461907273703787,,2.48085739405019,2.28758040719309,20.94
1962,AUS,Australia,Oceania,-1.14543513600115,,1.29693177230521,-0.319488641462281,24.89
1963,AUS,Australia,Oceania,4.19678819635753,,6.21437634985244,0.641025285901932,25.23
1964,AUS,Australia,Oceania,4.89875635634509,,6.97757189326991,2.86622669884314,28.45
1965,AUS,Australia,Oceania,3.92086428494349,,5.97750537090864,3.40558476676981,24.16
1966,AUS,Australia,Oceania,0.0699690591845439,,2.3810335009272,3.2934114693033,33.47
1967,AUS,Australia,Oceania,4.97344570831932,,6.30689948609215,3.47825912694824,26.08
1968,AUS,Australia,Oceania,3.25734337802564,,5.09512980987455,2.52100718278494,37.47
1969,AUS,Australia,Oceania,4.83035616153123,,7.04760243224727,3.27868697620866,31.22
1970,AUS,Australia,Oceania,5.08382058838998,,7.17469983682571,3.43915186655203,30.56
1971,AUS,Australia,Oceania,0.544201826656504,,4.0009865700372,6.13810838730341,33.02
1972,AUS,Australia,Oceania,2.01446321197041,,3.90697856876663,6.02410407984535,29.74
1973,AUS,Australia,Oceania,1.06162772647569,,2.6185458738897,9.09090432931634,36.26
1974,AUS,Australia,Oceania,1.50451470944581,,4.10661101328289,15.4166772694776,35.23
1975,AUS,Australia,Oceania,0.098681908405382,,1.33870055771159,15.1624202011615,38.18
1976,AUS,Australia,Oceania,1.56435628568006,,2.58782205117312,13.3229029796495,37.56
1977,AUS,Australia,Oceania,2.43177916273716,,3.59237581967973,12.3098267517375,34.19
1978,AUS,Australia,Oceania,-0.271138184658298,,0.895363440295682,8.00490439376775,47.61
1979,AUS,Australia,Oceania,2.93317958655169,,4.05155094854514,9.12202056872265,45.93
1980,AUS,Australia,Oceania,1.78622666488002,,3.03453508064058,10.1358489396034,39.02
1981,AUS,Australia,Oceania,1.74096259685159,,3.34242019351289,9.48766136649872,48.45
1982,AUS,Australia,Oceania,1.55263603794884,,3.32864998005238,11.3518321308515,37.85
1983,AUS,Australia,Oceania,-3.5547506280931,,-2.22582353017135,10.0389003957519,57.21
1984,AUS,Australia,Oceania,3.3166427647013,,4.5644786594345,3.96040844503847,56.37
1985,AUS,Australia,Oceania,3.88854366204454,,5.28169814609451,6.73468599874501,54.86
1986,AUS,Australia,Oceania,2.47666322407724,,3.96976309787884,9.05035323321654,54.64
1987,AUS,Australia,Oceania,1.00854231476922,,2.5567680273608,8.53300355802082,48.51
1988,AUS,Australia,Oceania,4.04503594783567,,5.76137011855324,7.2159571679871,53.22
1989,AUS,Australia,Oceania,2.13527239489717,,3.87901779350344,7.53389852824955,53.86
1990,AUS,Australia,Oceania,2.05133530941588,4.17677382101021,3.57297569098456,7.33302368375269,54.51
1991,AUS,Australia,Oceania,-1.64629276060377,3.15825667117102,-0.384631357046658,3.17666872277308,56.22
1992,AUS,Australia,Oceania,-0.685109221290034,3.03013860218225,0.433065864126704,1.01222824105977,54.43
1993,AUS,Australia,Oceania,3.12440890934566,3.23930870769341,4.04583374101011,1.75365751770527,59.51
1994,AUS,Australia,Oceania,2.98223871616621,3.32173444100615,3.97884434177331,1.96963507094102,63.46
1995,AUS,Australia,Oceania,2.73953092805972,2.99940193194106,3.89017188961647,4.62776445368168,51.86
1996,AUS,Australia,Oceania,2.61251726692284,3.36814606624927,3.86567479160071,2.61537902431631,69.83
1997,AUS,Australia,Oceania,2.79958588575271,3.22527993858659,3.91795814771731,0.224895027032537,83.17
1998,AUS,Australia,Oceania,3.63864607453812,3.02751531970189,4.67681373479508,0.860129922016289,79.05
1999,AUS,Australia,Oceania,3.88549898573662,3.04342312057626,5.02822035850596,1.48313946657267,87.5
2000,AUS,Australia,Oceania,2.73354609011429,3.10630676229169,3.9160574881715,4.45743705920869,90.92
2001,AUS,Australia,Oceania,0.729781869182801,3.50187086251559,2.03145880248898,4.40712998561533,89.66
2002,AUS,Australia,Oceania,2.7740361493122,3.94425123897134,3.94980535772942,2.98157117047457,90.73
2003,AUS,Australia,Oceania,1.91232481392237,2.88733584935682,3.0912800997751,2.73259754838937,60.18
2004,AUS,Australia,Oceania,3.11057041061613,3.05821916621123,4.21894147547516,2.34325687131265,92.87
2005,AUS,Australia,Oceania,1.90739095765275,2.88921493532413,3.15548121323168,2.69182949622197,89.88
2006,AUS,Australia,Oceania,1.39339848998918,2.74011319183189,2.7709261737475,3.55528696972984,93.3
2007,AUS,Australia,Oceania,1.91249613831002,2.21281034154067,3.78947119882653,2.32761442623159,59.11
2008,AUS,Australia,Oceania,1.56811983624921,2.35417910776003,3.62398503565633,4.35029726664093,69.37
2009,AUS,Australia,Oceania,-0.124768741461196,2.31423570641201,1.95484826298522,1.77112025681656,84.7
2010,AUS,Australia,Oceania,0.632264496011231,2.21824837320556,2.21004795300735,2.9183370211222,85.64
2011,AUS,Australia,Oceania,0.981771621515961,2.30485962261499,2.39473494330615,3.30384784681081,99.76
2012,AUS,Australia,Oceania,2.15339832775771,2.27317856495351,3.95247138119184,1.76278299052228,111.34
2013,AUS,Australia,Oceania,0.902732553895234,2.29076813252161,2.65445302592404,2.44988248109259,103.58
2014,AUS,Australia,Oceania,1.08218148890933,2.22695769265967,2.60118978187332,2.48792932080492,102.87
2015,AUS,Australia,Oceania,0.704511799724457,2.37664391487055,2.16434780647852,1.50836803138463,97.94
2016,AUS,Australia,Oceania,1.16312811538609,2.41300232330254,2.75564065529868,1.27699365720306,99.19
2017,AUS,Australia,Oceania,0.62251098729871,2.72098319651067,2.29331030192918,1.94864309065653,131.17
2018,AUS,Australia,Oceania,1.3466306507712,2.47191752630847,2.87417039499501,1.91140002818579,104.5
2019,AUS,Australia,Oceania,0.695209563773375,2.12424911197662,2.19401703622717,1.610770929127,84.09
2020,AUS,Australia,Oceania,-1.35774770320791,2.01512715396535,-0.133531904304775,0.846900734607273,76.66
2021,AUS,Australia,Oceania,1.86332687000336,2.30537875480088,2.00694844335034,2.86391284709318,129.02
2022,AUS,Australia,Oceania,2.91752727950202,2.67242699950618,4.25304559238732,6.59409658717841,146.08
2023,AUS,Australia,Oceania,1.09251403364293,2.57169831894523,3.58382100798981,5.59701792296707,
