country_code,country_name,region,climate_zone,year,temp_annual_mean,precip_annual_total,temp_annual_anomaly,precip_annual_anomaly,temp_yoy_diff,precip_yoy_diff,gdp_per_capita_growth,agriculture_share_gdp,gdp_growth,inflation_cpi,crop_production_index,temp_zscore,precip_zscore,shock_heatwave,shock_drought,shock_wet,shock_compound_hot_dry,temp_anomaly_squared,temp_x_precip
AUS,Australia,Oceania,Arid / Mediterranean,1983,17.0585547875064,679.5,-0.010309258229307986,182.98333333333332,-0.812753456221202,449.0,-3.5547506280931,,-2.22582353017135,10.0389003957519,57.21,-0.2576650615568403,1.4386984614591758,0,0,0,0,0.00010628080523855443,-0.018864224349928727
AUS,Australia,Oceania,Arid / Mediterranean,1984,16.215488196761836,608.6999999999999,-0.853375848973875,112.18333333333331,-0.8430665907445629,-70.80000000000007,3.3166427647013,,4.5644786594345,3.96040844503847,56.37,-1.5142518989197535,0.9614809021777572,0,0,0,0,0.7282503396118819,-0.9573454732405251
AUS,Australia,Oceania,Arid / Mediterranean,1985,16.63517793138761,555.8,-0.4336861143480994,59.28333333333334,0.4196897346257735,-52.89999999999998,3.88854366204454,,5.28169814609451,6.73468599874501,54.86,-0.8887062989674139,0.6049158049180534,0,0,0,0,0.18808364577835274,-0.25710358478936496
AUS,Australia,Oceania,Arid / Mediterranean,1986,16.63449436763953,468.0,-0.4343696780961797,-28.516666666666673,-0.0006835637480797629,-87.79999999999995,2.47666322407724,,3.96976309787884,9.05035323321654,54.64,-0.8897251475586949,0.013112108521039986,0,0,0,0,0.1886770172493788,0.12386775320376062
AUS,Australia,Oceania,Arid / Mediterranean,1987,16.89179467485919,534.2,-0.17706937087651756,37.68333333333334,0.257300307219662,66.20000000000005,1.00854231476922,,2.5567680273608,8.53300355802082,48.51,-0.5062202348374875,0.45932400717117994,0,0,0,0,0.031353562102605724,-0.06672564125863437
AUS,Australia,Oceania,Arid / Mediterranean,1988,17.605304350512913,596.8,0.5364403047772067,100.28333333333333,0.7135096756537216,62.59999999999991,4.04503594783567,,5.76137011855324,7.2159571679871,53.22,0.5572626223893861,0.8812706061968409,0,0,0,0,0.28776820058946245,0.5379602189740754
AUS,Australia,Oceania,Arid / Mediterranean,1989,16.818568868407578,509.9,-0.2502951773281312,13.383333333333354,-0.7867354821053354,-86.89999999999998,2.13527239489717,,3.87901779350344,7.53389852824955,53.86,-0.6153629592112738,0.29553323470594745,0,0,0,0,0.06264767579372066,-0.03349783789908162
AUS,Australia,Oceania,Arid / Mediterranean,1990,17.148996415770608,624.2,0.08013237003490097,127.68333333333334,0.3304275473630298,114.30000000000007,2.05133530941588,4.17677382101021,3.57297569098456,7.33302368375269,54.51,-0.12286223474086505,1.0659564977831524,0,0,0,0,0.006421196727410294,0.10231568113956271
AUS,Australia,Oceania,Arid / Mediterranean,1991,17.49907770097286,355.6,0.43021365523715377,-140.91666666666666,0.3500812852022541,-268.6,-1.64629276060377,3.15825667117102,-0.384631357046658,3.17666872277308,56.22,0.3989322946850157,-0.7445044686432457,0,0,0,0,0.1850837891525126,-0.6062427425050225
AUS,Australia,Oceania,Arid / Mediterranean,1992,15.669925225559263,702.2,-1.3989388201764446,205.68333333333334,-1.8291524754135988,346.6,-0.685109221290034,3.03013860218225,0.433065864126704,1.01222824105977,54.43,-2.327410973294056,1.5917046563135286,0,0,1,0,1.9570298225966627,-2.877383996632917
AUS,Australia,Oceania,Arid / Mediterranean,1993,16.751535458269327,471.2,-0.31732858746637954,-25.31666666666665,1.081610232710064,-231.00000000000006,3.12440890934566,3.23930870769341,4.04583374101011,1.75365751770527,59.51,-0.7152759456443865,0.03468126374279917,0,0,0,0,0.10069743242340769,0.08033702072690503
AUS,Australia,Oceania,Arid / Mediterranean,1994,17.032935867895546,274.5,-0.03592817784016278,-222.01666666666665,0.2814004096262188,-196.7,2.98223871616621,3.32173444100615,3.97884434177331,1.96963507094102,63.46,-0.2958499422339735,-1.2911477462947012,0,1,0,0,0.0012908339629143638,0.07976654283480139
AUS,Australia,Oceania,Arid / Mediterranean,1995,16.37494239631336,533.5,-0.6939216494223445,36.98333333333335,-0.6579934715821842,259.0,2.73953092805972,2.99940193194106,3.89017188961647,4.62776445368168,51.86,-1.2765861551714044,0.4546057544664202,0,0,0,0,0.48152725553702713,-0.2566353566780305
AUS,Australia,Oceania,Arid / Mediterranean,1996,16.266281053021874,521.6,-0.8025829927138326,25.083333333333325,-0.10866134329148736,-11.899999999999977,2.61251726692284,3.36814606624927,3.86567479160071,2.61537902431631,69.83,-1.438545382602855,0.3743954584855037,0,0,0,0,0.6441394601934919,-0.20131456733905292
AUS,Australia,Oceania,Arid / Mediterranean,1997,17.60393625192012,376.2,0.5350722061844141,-120.31666666666665,1.337655198898247,-145.40000000000003,2.79958588575271,3.22527993858659,3.91795814771731,0.224895027032537,83.17,0.5552234777918049,-0.6056530319031719,0,0,0,0,0.28630226583105617,-0.6437810427408808
AUS,Australia,Oceania,Arid / Mediterranean,1998,17.18767345110087,571.9,0.1188094053651622,75.38333333333335,-0.4162628008192506,195.7,3.63864607453812,3.02751531970189,4.67681373479508,0.860129922016289,79.05,-0.06521429324041506,0.7134356171275286,0,0,0,0,0.014115674803223432,0.08956249007777146
AUS,Australia,Oceania,Arid / Mediterranean,1999,16.81628136200717,507.0,-0.2525826837285397,10.483333333333341,-0.3713920890936997,-64.89999999999998,3.88549898573662,3.04342312057626,5.02822035850596,1.48313946657267,87.5,-0.6187724768753506,0.27598618778622824,0,0,0,0,0.06379801211951151,-0.026479084677541932
AUS,Australia,Oceania,Arid / Mediterranean,2000,16.69845136571499,487.6,-0.37041268002071676,-8.916666666666686,-0.11782999629217983,-19.399999999999977,2.73354609011429,3.10630676229169,3.9160574881715,4.45743705920869,90.92,-0.7943975390148739,0.14522318425431394,0,0,0,0,0.1372055535201299,0.03302846396851398
AUS,Australia,Oceania,Arid / Mediterranean,2001,17.16284882232463,370.8,0.09398477658892057,-125.71666666666664,0.46439745660963894,-116.80000000000001,0.729781869182801,3.50187086251559,2.03145880248898,4.40712998561533,89.66,-0.1022152871181301,-0.6420509813398902,0,0,0,0,0.008833138230469313,-0.11815452830170461
AUS,Australia,Oceania,Arid / Mediterranean,2002,17.897674731182796,259.3,0.8288106854470872,-237.21666666666667,0.7348259088581663,-111.5,2.7740361493122,3.94425123897134,3.94980535772942,2.98157117047457,90.73,0.993039316683595,-1.3936012335980563,0,1,0,0,0.6869271523112706,-1.966077080994732
AUS,Australia,Oceania,Arid / Mediterranean,2003,17.687430235535075,392.8,0.6185661897993655,-103.71666666666667,-0.2102444956477214,133.5,1.91232481392237,2.88733584935682,3.0912800997751,2.73259754838937,60.18,0.6796708725306752,-0.4937630391902971,0,0,0,0,0.38262413116290467,-0.6415562331869087
AUS,Australia,Oceania,Arid / Mediterranean,2004,17.63313527376097,345.8,0.5642712280252608,-150.71666666666667,-0.05429496177410442,-47.0,3.11057041061613,3.05821916621123,4.21894147547516,2.34325687131265,92.87,0.5987444842127518,-0.8105600065098828,0,0,0,0,0.3184020187771358,-0.8504507858387389
AUS,Australia,Oceania,Arid / Mediterranean,2005,17.919708141321042,415.2,0.8508440955853359,-81.31666666666666,0.2865728675600714,69.39999999999998,1.90739095765275,2.88921493532413,3.15548121323168,2.69182949622197,89.88,1.0258800121469152,-0.3427789526379839,0,0,0,0,0.7239356749924283,-0.6918780570601423
AUS,Australia,Oceania,Arid / Mediterranean,2006,18.26309139784946,175.5,1.194227352113754,-321.01666666666665,0.34338325652841917,-239.7,1.39339848998918,2.74011319183189,2.7709261737475,3.55528696972984,93.3,1.5376911609475636,-1.958443485967871,1,1,0,1,1.4261789685366284,-3.8336688381771693
AUS,Australia,Oceania,Arid / Mediterranean,2007,18.313161162314387,443.3,1.2442971165786794,-53.21666666666667,0.050069764464925726,267.8,1.91249613831002,2.21281034154067,3.78947119882653,2.32761442623159,59.11,1.6123199123026852,-0.15337480834691247,1,0,0,0,1.5482753143260155,-0.6621734488726205
AUS,Australia,Oceania,Arid / Mediterranean,2008,17.322363428500804,336.3,0.25349938276509504,-160.21666666666667,-0.9907977338135829,-107.0,1.56811983624921,2.35417910776003,3.62398503565633,4.35029726664093,69.37,0.13554049242365507,-0.8745934360744798,0,0,0,0,0.06426193706228417,-0.4061482610868098
AUS,Australia,Oceania,Arid / Mediterranean,2009,18.547487199180747,321.40000000000003,1.4786231534450394,-175.11666666666667,1.225123770679943,-14.899999999999977,-0.124768741461196,2.31423570641201,1.95484826298522,1.77112025681656,84.7,1.96158178178044,-0.9750248150757955,1,0,0,0,2.1863264299037524,-2.589315578874505
AUS,Australia,Oceania,Arid / Mediterranean,2010,16.939983998975936,758.5,-0.12888004675977335,261.98333333333335,-1.6075032002048104,437.09999999999997,0.632264496011231,2.21824837320556,2.21004795300735,2.9183370211222,85.64,-0.4343942710864666,1.9711869809963516,0,0,1,0,0.016610066452801366,-0.33764424250281294
AUS,Australia,Oceania,Arid / Mediterranean,2011,17.055917178699435,469.0,-0.012946867036271717,-27.516666666666666,0.11593317972349837,-289.5,0.981771621515961,2.30485962261499,2.39473494330615,3.30384784681081,99.76,-0.2615964052316217,0.019852469527839728,0,0,0,0,0.0001676213660548992,0.0035625462461474342
AUS,Australia,Oceania,Arid / Mediterranean,2012,16.916308861698184,494.4,-0.1525551840375258,-2.1166666666666885,-0.13960831700125098,25.399999999999977,2.15339832775771,2.27317856495351,3.95247138119184,1.76278299052228,111.34,-0.46968195322520456,0.19105763910055185,0,0,0,0,0.023273084176723365,0.0032290847287943293
AUS,Australia,Oceania,Arid / Mediterranean,2013,18.31219214029698,318.8,1.2433280945612706,-177.71666666666667,1.3958832785987951,-175.59999999999997,0.902732553895234,2.29076813252161,2.65445302592404,2.44988248109259,103.58,1.6108755894869569,-0.9925497536934745,1,0,0,0,1.5458647507253598,-2.2096012453844716
AUS,Australia,Oceania,Arid / Mediterranean,2014,18.37016321044547,468.6,1.3012991647097603,-27.91666666666666,0.0579710701484899,149.8,1.08218148890933,2.22695769265967,2.60118978187332,2.48792932080492,102.87,1.697281200260952,0.017156325125119883,1,0,0,0,1.6933795160743197,-0.36327935014814133
AUS,Australia,Oceania,Arid / Mediterranean,2015,17.777743855606758,489.6,0.7088798098710506,-6.916666666666671,-0.5924193548387109,21.0,0.704511799724457,2.37664391487055,2.16434780647852,1.50836803138463,97.94,0.8142829037303065,0.15870390626791342,0,0,0,0,0.5025105848428169,-0.04903085351608103
AUS,Australia,Oceania,Arid / Mediterranean,2016,17.94485261401557,636.2,0.8759885682798637,139.6833333333333,0.167108758408812,146.60000000000002,1.16312811538609,2.41300232330254,2.75564065529868,1.27699365720306,99.19,1.0633577318991239,1.1468408298647488,0,0,0,0,0.7673559717570054,1.223610031792256
AUS,Australia,Oceania,Arid / Mediterranean,2017,17.716536738351255,315.9,0.6476726926155458,-180.61666666666667,-0.22831587566431466,-320.30000000000007,0.62251098729871,2.72098319651067,2.29331030192918,1.94864309065653,131.17,0.7230539797751185,-1.0120968006131938,0,0,0,0,0.41947991675987134,-1.1698048283124451
AUS,Australia,Oceania,Arid / Mediterranean,2018,18.25832757296467,226.4,1.189463527228962,-270.1166666666667,0.5417908346134155,-89.49999999999997,1.3466306507712,2.47191752630847,2.87417039499501,1.91140002818579,104.5,1.5305907020852987,-1.6153591107217666,1,1,0,1,1.4148234826079635,-3.2129392309666316
AUS,Australia,Oceania,Arid / Mediterranean,2019,18.648631592421914,159.4,1.5797675466862067,-337.1166666666667,0.39030401945724336,-67.0,0.695209563773375,2.12424911197662,2.19401703622717,1.610770929127,84.09,2.11233703007899,-2.0669632981773463,1,1,0,1,2.4956655015629563,-5.325659694470318
AUS,Australia,Oceania,Arid / Mediterranean,2020,17.03309943146706,522.7,-0.035764614268646376,26.18333333333331,-1.615532160954853,363.30000000000007,-1.35774770320791,2.01512715396535,-0.133531904304775,0.846900734607273,76.66,-0.29560615149040004,0.38180985559298325,0,0,0,0,0.001279107633785064,-0.009364368169340567
AUS,Australia,Oceania,Arid / Mediterranean,2021,16.059212749615977,713.1999999999999,-1.0096512961197328,216.68333333333334,-0.9738866818510843,190.4999999999999,1.86332687000336,2.30537875480088,2.00694844335034,2.86391284709318,129.02,-1.7471797269731202,1.6658486273883253,0,0,1,0,1.0193957397562563,-2.187746083475441
AUS,Australia,Oceania,Arid / Mediterranean,2022,16.195423707117254,806.7,-0.8734403386184528,310.18333333333334,0.13621095750127665,93.50000000000011,2.91752727950202,2.67242699950618,4.25304559238732,6.59409658717841,146.08,-1.5441579275331208,2.296072381524097,0,0,1,0,0.7628980251259175,-2.709266357004671
AUS,Australia,Oceania,Arid / Mediterranean,2023,17.509199948796724,376.90000000000003,0.440335903061015,-119.61666666666666,1.31377624167947,-429.8,1.09251403364293,2.57169831894523,3.58382100798981,5.59701792296707,,0.41401945804746837,-0.6009347791984122,0,0,0,0,0.1938957075245596,-0.5267151293781508
BRA,Brazil,South America,Tropical / Savannah,1960,21.29393987146212,1807.2,0.3901225818222474,281.72,,,,0.0,,,,0.22220012014927662,1.2953095692728467,0,0,0,0,0.1521956288476561,1.0990533375096354
BRA,Brazil,South America,Tropical / Savannah,1961,22.600972862263188,1193.6,1.6971555726233138,-331.87999999999994,1.3070329908010692,-613.6000000000001,5.37233941645053,0.0,8.60000000000014,,16.98,2.6963116684469597,-0.8816895024119404,1,0,0,0,2.880337037686368,-5.632519914422253
BRA,Brazil,South America,Tropical / Savannah,1962,20.83078853046595,1938.9,-0.07302875917392064,413.4200000000001,-1.770184331797239,745.3000000000002,3.46591076186584,0.0,6.59999999999992,,17.87,-0.6545092585985965,1.7625696372990634,0,0,1,0,0.005333199666482498,-0.3019154961768228
BRA,Brazil,South America,Tropical / Savannah,1963,21.67642601126472,1194.0,0.77260872162485,-331.47999999999996,0.8456374807987714,-744.9000000000001,-2.32140190832382,0.0,0.600000000000065,,17.71,0.94621656212863,-0.8802703374369177,0,0,0,0,0.5969242367307849,-2.561043390442052
BRA,Brazil,South America,Tropical / Savannah,1964,20.196862872327277,2356.2,-0.7069544173125942,830.72,-1.4795631389374435,1162.1999999999998,0.450644645425385,0.0,3.39999999999985,,17.21,-1.8544811052172838,3.2431134974914717,0,0,1,0,0.4997845481577896,-5.872811735499183
BRA,Brazil,South America,Tropical / Savannah,1965,20.64214605734767,1950.9,-0.26167123229220063,425.42,0.44528318502039355,-405.2999999999997,-0.445326274798447,0.0,2.40000000000001,,21.06,-1.0115947526344606,1.8051445865497435,0,0,1,0,0.06847183380931882,-1.1132017564174799
BRA,Brazil,South America,Tropical / Savannah,1966,20.251664106502815,1798.6,-0.652153183137056,273.12,-0.3904819508448547,-152.30000000000018,3.82403827848321,0.0,6.7000000000001,,18.94,-1.7507466415205666,1.264797522309859,0,0,0,0,0.4253037742757944,-1.781160773783927
BRA,Brazil,South America,Tropical / Savannah,1967,20.705721326164873,1292.1,-0.19809596347499644,-233.38000000000002,0.45405721966205803,-506.5,1.48235786793778,0.0,4.2,,20.89,-0.8912517254317794,-0.5322201273126063,0,0,0,0,0.039242010745087125,0.4623163595579467
BRA,Brazil,South America,Tropical / Savannah,1968,20.002662835249044,1499.6,-0.9011544543908284,-25.880000000000003,-0.7030584909158293,207.5,7.02283124189177,0.0,9.79999999999998,,20.69,-2.2220866345319044,0.2039717034804077,0,0,0,0,0.8120793506684316,0.23321877279634642
BRA,Brazil,South America,Tropical / Savannah,1969,21.485488991295444,1204.8000000000002,0.5816717016555719,-320.67999999999995,1.4828261560464,-294.7999999999997,6.7879284838472,0.0,9.49999999999993,,21.38,0.5847876697989823,-0.8419528831113055,0,0,0,0,0.3383419685068887,-1.8653048128690877
BRA,Brazil,South America,Tropical / Savannah,1970,21.08899705581157,1176.7,0.18517976617170095,-348.78,-0.39649193548387274,-28.100000000000136,7.70310527998387,0.0,10.4,,21.66,-0.1657406514382055,-0.9416492226066486,0,0,0,0,0.03429154579940584,-0.6458699884536585
BRA,Brazil,South America,Tropical / Savannah,1971,20.679390040962623,1601.1999999999998,-0.22442724867724864,75.72,-0.4096070148489481,424.4999999999998,8.65032390145559,0.0,11.3429219931908,,23.56,-0.9410947953916925,0.5644396071361678,0,0,0,0,0.0503675899488396,-0.16993631269841267
BRA,Brazil,South America,Tropical / Savannah,1972,21.214618712149303,1563.8,0.31080142250943127,38.320000000000036,0.5352286711866796,-37.399999999999864,9.24930773621521,0.0,11.9403481162508,,24.31,0.07205134987231554,0.43174768197154756,0,0,0,0,0.09659752423388601,0.11909910510561418
BRA,Brazil,South America,Tropical / Savannah,1973,21.47867191500256,1624.7,0.5748546253626895,99.22000000000003,0.2640532028532583,60.90000000000009,11.2426303275996,0.0,13.9687217796782,,22.97,0.5718834758723167,0.6478155494187501,0,0,0,0,0.3304578403008781,0.5703707592848607
BRA,Brazil,South America,Tropical / Savannah,1974,20.54725294418843,1445.6,-0.3565643454514425,-79.87999999999994,-0.931418970814132,-179.10000000000014,5.59267280331055,0.0,8.15393868457201,,25.7,-1.1912200174698244,0.012384431852346466,0,0,0,0,0.1271381324472156,0.28482359914661204
BRA,Brazil,South America,Tropical / Savannah,1975,20.647205581157195,1242.6,-0.25661170848267706,-282.88,0.09995263696876577,-203.0,2.69442153091077,0.0,5.16664908406321,,25.86,-1.002017468530593,-0.7078417929716626,0,0,0,0,0.06584956893039844,0.7259032009557969
BRA,Brazil,South America,Tropical / Savannah,1976,20.719722531207516,1470.6,-0.1840947584323557,-54.87999999999998,0.07251695005032133,228.0,7.66231519452694,0.0,10.2571295347867,,26.1,-0.8647485358949564,0.10108224279126365,0,0,0,0,0.0338908800822674,0.10103120342767678
BRA,Brazil,South America,Tropical / Savannah,1977,20.979163466461852,1454.3000000000002,0.07534617682198252,-71.17999999999995,0.25944093525433587,-16.299999999999727,2.4596571731236,0.0,4.93432806978961,,28.73,-0.37364707286263865,0.04325127005908966,0,0,0,0,0.005677046361689457,-0.05363140866188713
BRA,Brazil,South America,Tropical / Savannah,1978,20.626234639016896,1573.5,-0.2775826506229742,48.02,-0.3529288274449556,119.19999999999982,2.49490746263923,0.0,4.96989768924738,,27.48,-1.0417138269952655,0.46616243261584733,0,0,0,0,0.07705212792687617,-0.13329518882915223
BRA,Brazil,South America,Tropical / Savannah,1979,20.617786738351253,1955.4,-0.28603055128861676,429.9200000000001,-0.008447900665643715,381.9000000000001,4.2525775151834,0.0,6.7595601220408,,29.02,-1.0577050443117677,1.8211101925187492,0,0,1,0,0.08181347627047003,-1.2297025461000215
BRA,Brazil,South America,Tropical / Savannah,1980,20.75677172166605,1792.6,-0.14704556797382237,267.12,0.13898498331479558,-162.80000000000018,6.65338211481858,0.0,9.19999999999976,,31.92,-0.7946173069101717,1.243510047684519,0,0,0,0,0.021622399060744014,-0.39278812117167433
BRA,Brazil,South America,Tropical / Savannah,1981,20.49142857142857,1557.4,-0.4123887182112993,31.92000000000006,-0.26534315023747723,-235.19999999999982,-6.4539452195249,11.4508006149716,-4.24999999999956,101.725072957927,33.74,-1.2968912027372954,0.4090410423711848,0,0,0,0,0.1700644549079584,-0.131634478853047
BRA,Brazil,South America,Tropical / Savannah,1982,20.8492722734255,1535.6,-0.05454501621437213,10.120000000000047,0.35784370199692717,-21.800000000000182,-1.4420711455688,5.6490539026237,0.829999999999529,100.54335919485,33.79,-0.619520974267719,0.33169655123244884,0,0,0,0,0.002975158793826119,-0.005519955640894486
BRA,Brazil,South America,Tropical / Savannah,1983,20.90141065028162,1794.1,-0.0024066393582531376,268.62000000000006,0.05213837685612077,258.5,-5.07417099498288,10.0561007922548,-2.92999999999996,135.027682230473,33.8,-0.5208270918660511,1.248831916340854,0,0,0,0,5.791913000693074e-06,-0.00646471464413958
BRA,Brazil,South America,Tropical / Savannah,1984,21.12432826597454,1294.8,0.2205109763346685,-230.67999999999992,0.22291761569292134,-499.29999999999995,3.12069396131707,11.8573320632089,5.39999999999988,192.121733132051,36.56,-0.09886142520998627,-0.5226407637312028,0,0,0,0,0.048625090684068735,-0.5086747202088131
BRA,Brazil,South America,Tropical / Savannah,1985,20.502062211981567,1497.7,-0.4017550776583049,-27.77999999999998,-0.6222660539929734,202.9000000000001,5.57647245248828,11.1453640115501,7.85000000000042,225.989665211895,40.94,-1.2767625502260183,0.19723066984905005,0,0,0,0,0.16140714242423063,0.11160756057347704
BRA,Brazil,South America,Tropical / Savannah,1986,20.992142857142856,1127.8,0.08832556750298615,-397.68,0.4900806451612887,-369.9000000000001,5.29820398316059,10.3636386654384,7.48999999999982,147.142826237604,37.62,-0.3490780982462772,-1.115142140803171,0,0,0,0,0.007801405874724563,-0.3512531168458753
